CompoundCode,CompoundSMILES,CompoundConcentration,LibraryPlate,CrystalName,MountingResult,DataCollectionOutcome,DataProcessingResolutionHigh,RefinementOutcome,has_syndirella_name,base_name,crystal_hit,CAR,KD,KD_sd,KD_sem,kd_off_rate,kd_off_rate_sd,kd_off_rate1,kd_off_rate2,hit1,hit2,chainA_exp_predicted_RMSD,chainB_exp_predicted_RMSD,v2_chainA_exp_predicted_RMSD,v2_chainB_exp_predicted_RMSD
Ric8inhib-1-frag-placed-1646,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)c(C(F)F)c1,9,NCS1-am-batch-3,NCS1-x1344,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-575,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)c(Cl)c1,9,NCS1-am-batch-3,NCS1-x1345,OK: No comment:No comment,success,2.134,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-431,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)c(F)c1,9,NCS1-am-batch-3,NCS1-x1346,OK: No comment:No comment,success,1.18,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-807,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)c(I)c1F,9,NCS1-am-batch-3,NCS1-x1347,OK: No comment:No comment,success,2.29,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-455,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)c(N)c1,9,NCS1-am-batch-3,NCS1-x1348,OK: No comment:No comment,success,1.774,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.1335,1.112278967,1.92,0.347,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-447,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)c(O)c1,9,NCS1-am-batch-3,NCS1-x1349,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1307,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)c2cn[nH]c12,9,NCS1-am-batch-3,NCS1-x1350,OK: No comment:No comment,success,1.954,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-574,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)cc1Br,9,NCS1-am-batch-3,NCS1-x1351,OK: No comment:No comment,success,5.024,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1639,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)cc1C(=O)O,9,NCS1-am-batch-3,NCS1-x1352,OK: No comment:No comment,success,2.44,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-569,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)cc1Cl,9,NCS1-am-batch-3,NCS1-x1353,OK: No comment:No comment,success,1.903,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-581,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)cc1I,9,NCS1-am-batch-3,NCS1-x1354,OK: No comment:No comment,success,2.868,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-783,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)ccc1N,9,NCS1-am-batch-3,NCS1-x1355,OK: No comment:No comment,success,2.501,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.7,0.084852814,1.76,1.64,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1970,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)NNc1ccc(F)c(Cl)c1,9,NCS1-am-batch-3,NCS1-x1357,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-749,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)N(N)c1ccc(F)c(F)c1,9,NCS1-am-batch-3,FALSE,FAIL: No comment:No comment,FALSE,0.0,FALSE,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1931,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)NNc1ccc(F)cc1,9,NCS1-am-batch-3,NCS1-x1358,OK: No comment:No comment,FALSE,0.0,FALSE,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1979,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)NNc1ccc(F)cc1Cl,9,NCS1-am-batch-3,NCS1-x1359,OK: No comment:No comment,FALSE,0.0,FALSE,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-746,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)N(N)c1ccc(F)cc1F,9,NCS1-am-batch-3,NCS1-x1360,OK: No comment:No comment,FALSE,0.0,FALSE,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1410,CC(=O)c1cc(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)ccc1F,9,NCS1-am-batch-3,NCS1-x1362,OK: No comment:No comment,FALSE,0.0,FALSE,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1828,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1c(Br)cc(F)cc1C(C)C,9,NCS1-am-batch-3,FALSE,FAIL: No comment:No comment,FALSE,0.0,FALSE,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1744,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)cc1OC(C)C,9,NCS1-am-batch-3,NCS1-x1363,OK: No comment:No comment,success,1.775,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1892,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1c([N+](=O)[O-])ccc(F)c1C,9,NCS1-am-batch-3,NCS1-x1364,OK: No comment:No comment,success,3.15,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-975,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)c(C)c1F,9,NCS1-am-batch-3,NCS1-x1365,OK: No comment:No comment,success,1.655,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-782,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)c(C)c1C,9,NCS1-am-batch-3,NCS1-x1366,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-960,Cc1cc(F)c(Cl)cc1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1367,OK: No comment:No comment,success,1.919,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-899,Cc1cc(F)cc(Cl)c1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1369,OK: No comment:No comment,success,1.949,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-970,Cc1cc(F)cc(N)c1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1370,OK: No comment:No comment,success,1.999,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1282,Cc1cc(F)cc(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)c1N,9,NCS1-am-batch-3,NCS1-x1371,OK: No comment:No comment,success,1.905,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1958,Cc1cc(F)ccc1NNC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1372,OK: No comment:No comment,success,2.405,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-878,Cc1cc(F)ccc1N(N)C(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1373,OK: No comment:No comment,success,2.302,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1420,Cc1cc(N)c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)cc1F,9,NCS1-am-batch-3,NCS1-x1374,OK: No comment:No comment,success,2.767,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-845,Cc1cc(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)c(N)cc1F,9,NCS1-am-batch-3,NCS1-x1375,OK: No comment:No comment,success,1.786,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-904,Cc1cc(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)cc(C)c1F,9,NCS1-am-batch-3,NCS1-x1376,OK: No comment:No comment,success,3.51,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1847,CCOC(=O)c1cc(F)ccc1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1377,OK: No comment:No comment,success,1.757,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-784,Cc1cc(N(C)C(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)ccc1F,9,NCS1-am-batch-3,NCS1-x1378,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-864,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)N(C)c1ccc(F)c(Cl)c1,9,NCS1-am-batch-3,NCS1-x1379,OK: No comment:No comment,success,2.97,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-968,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)N(C)c1ccc(F)c(F)c1,9,NCS1-am-batch-3,NCS1-x1380,OK: No comment:No comment,success,3.29,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1271,CNc1ccc(F)cc1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1382,OK: No comment:No comment,success,1.981,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1846,COC(=O)c1cc(F)cc(Cl)c1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1383,OK: No comment:No comment,success,2.007,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1858,COC(=O)c1cc(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)c(C)cc1F,9,NCS1-am-batch-3,NCS1-x1384,OK: No comment:No comment,success,1.915,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1857,COc1cc(F)c([N+](=O)[O-])cc1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1386,OK: No comment:No comment,success,2.182,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1464,COc1cc(F)c(Br)cc1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1387,OK: No comment:No comment,success,1.76,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1526,COc1cc(F)c(Cl)cc1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1388,OK: No comment:No comment,success,1.839,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1258,COc1cc(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)c(Cl)cc1F,9,NCS1-am-batch-3,NCS1-x1390,OK: No comment:No comment,success,1.713,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-915,COc1cc(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)ccc1F,9,NCS1-am-batch-3,NCS1-x1391,OK: No comment:No comment,success,1.624,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1335,COc1cc(N(N)C(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)ccc1F,9,NCS1-am-batch-3,NCS1-x1392,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-926,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)N1CCc2cc(F)ccc21,9,NCS1-am-batch-3,NCS1-x1393,OK: No comment:No comment,success,1.858,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1815,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1c(Br)cc(F)c(C#N)c1F,9,NCS1-am-batch-3,NCS1-x1394,OK: No comment:No comment,success,3.08,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1456,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1cc(F)c(F)cc1C#N,9,NCS1-am-batch-3,NCS1-x1395,OK: No comment:No comment,success,2.683,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1457,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1c(Br)cc(F)cc1C#N,9,NCS1-am-batch-3,NCS1-x1396,OK: No comment:No comment,success,1.78,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-982,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)cc1C#N,9,NCS1-am-batch-3,NCS1-x1398,OK: No comment:No comment,success,1.819,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-985,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)c(C#N)c1,9,NCS1-am-batch-3,NCS1-x1399,OK: No comment:No comment,success,2.334,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1385,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)cc1C(N)=O,9,NCS1-am-batch-3,NCS1-x1400,OK: No comment:No comment,success,2.218,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1816,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1c(N)c(Br)cc(F)c1Br,9,NCS1-am-batch-3,NCS1-x1401,OK: No comment:No comment,success,1.976,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1372,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1c(Br)cc(F)c(F)c1F,9,NCS1-am-batch-3,NCS1-x1403,OK: No comment:No comment,success,1.605,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1856,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1c(Cl)cc(F)c(Br)c1C(=O)O,9,NCS1-am-batch-3,NCS1-x1404,OK: No comment:No comment,success,2.172,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1850,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1c(F)cc(F)c(F)c1[N+](=O)[O-],9,NCS1-am-batch-3,NCS1-x1405,OK: No comment:No comment,success,2.281,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1445,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1c(F)cc(F)c(F)c1F,9,NCS1-am-batch-3,NCS1-x1406,OK: No comment:No comment,success,2.725,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-894,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1c(F)cc(F)cc1Br,9,NCS1-am-batch-3,NCS1-x1407,OK: No comment:No comment,success,2.285,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-896,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1c(F)cc(F)cc1I,9,NCS1-am-batch-3,NCS1-x1408,OK: No comment:No comment,success,2.186,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-964,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1cc(Br)c(F)cc1Br,9,NCS1-am-batch-3,NCS1-x1409,OK: No comment:No comment,success,2.044,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-848,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1cc(Br)c(F)cc1O,9,NCS1-am-batch-3,NCS1-x1410,OK: No comment:No comment,success,1.887,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1851,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1cc(C(F)(F)F)c(F)cc1F,9,NCS1-am-batch-3,NCS1-x1411,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-979,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1cc(Cl)c(F)cc1F,9,NCS1-am-batch-3,NCS1-x1412,OK: No comment:No comment,success,1.811,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-881,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1cc(Br)c(F)cc1N,9,NCS1-am-batch-3,NCS1-x1413,OK: No comment:No comment,success,2.217,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1302,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1cc(F)c(Cl)cc1N,9,NCS1-am-batch-3,NCS1-x1414,OK: No comment:No comment,success,3.27,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-933,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1cc(F)c(F)c(F)c1,9,NCS1-am-batch-3,NCS1-x1415,OK: No comment:No comment,success,2.687,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1435,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1cc(F)c(F)c(F)c1N,9,NCS1-am-batch-3,NCS1-x1416,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-997,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1cc(F)c(F)cc1Br,9,NCS1-am-batch-3,NCS1-x1417,OK: No comment:No comment,success,1.792,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-989,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1cc(F)c(F)cc1F,9,NCS1-am-batch-3,NCS1-x1418,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-957,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1cc(F)c(F)cc1N,9,NCS1-am-batch-3,NCS1-x1419,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1408,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1cc(F)cc(Br)c1N,9,NCS1-am-batch-3,NCS1-x1420,OK: No comment:No comment,success,1.729,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1773,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1cc(F)ccc1[N+](=O)[O-],9,NCS1-am-batch-3,NCS1-x1422,OK: No comment:No comment,success,2.045,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1399,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1cc(N)c(Br)cc1F,9,NCS1-am-batch-3,NCS1-x1423,OK: No comment:No comment,success,2.216,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-855,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1cc(N)c(F)cc1Br,9,NCS1-am-batch-3,FALSE,FAIL: No comment:No comment,FALSE,0.0,FALSE,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1287,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)c([N+](=O)[O-])c1,9,NCS1-am-batch-3,NCS1-x1424,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,True,True,,,,,,,,x0119-2B,x0311-1A,4.286687,4.320601,,
Ric8inhib-1-frag-placed-523,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)c(Br)c1,9,NCS1-am-batch-3,NCS1-x1425,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1406,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1c(N)ccc(F)c1Br,9,NCS1-am-batch-3,NCS1-x1426,OK: No comment:No comment,success,1.808,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1297,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)c(C(F)F)c1,9,NCS1-am-batch-3,NCS1-x1427,OK: No comment:No comment,success,1.875,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1463,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)c(C2CC2)c1,9,NCS1-am-batch-3,NCS1-x1428,OK: No comment:No comment,success,1.709,1 - Analysis Pending,True,Ric8inhibitor-1,True,True,,,,,,,,x0119-2B,x0311-1A,,8.746302,8.606867,8.491359
Ric8inhib-1-frag-placed-535,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)c(Cl)c1,9,NCS1-am-batch-3,NCS1-x1429,OK: No comment:No comment,success,1.787,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-922,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)c(Cl)c1Cl,9,NCS1-am-batch-3,NCS1-x1430,OK: No comment:No comment,success,2.501,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-901,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)c(F)c1Br,9,NCS1-am-batch-3,NCS1-x1432,OK: No comment:No comment,success,2.022,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-980,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)c(F)c1Cl,9,NCS1-am-batch-3,NCS1-x1433,OK: No comment:No comment,success,1.657,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
