CompoundCode,CompoundSMILES,CompoundConcentration,LibraryPlate,CrystalName,MountingResult,DataCollectionOutcome,DataProcessingResolutionHigh,RefinementOutcome,has_syndirella_name,base_name,crystal_hit,CAR,KD,KD_sd,KD_sem,kd_off_rate,kd_off_rate_sd,kd_off_rate1,kd_off_rate2,hit1,hit2,chainA_exp_predicted_RMSD,chainB_exp_predicted_RMSD,v2_chainA_exp_predicted_RMSD,v2_chainB_exp_predicted_RMSD,measurable_affinity,X,Y
Ric8inhib-1-frag-placed-1488,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(F)cc(F)c(F)c1F,9,NCS1-am-batch-2,NCS1-x1283,OK: No comment:No comment,success,1.873,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-22.788553,9.760668
Ric8inhib-1-frag-placed-732,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(F)cc(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1284,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-28.383024,12.875727
Ric8inhib-1-frag-placed-811,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(F)cc(F)cc1Cl,9,NCS1-am-batch-2,NCS1-x1285,OK: No comment:No comment,success,2.132,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-26.575003,14.166645
Ric8inhib-1-frag-placed-748,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(F)cc(F)cc1F,9,NCS1-am-batch-2,NCS1-x1286,OK: No comment:No comment,success,2.173,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-26.656218,13.03278
Ric8inhib-1-frag-placed-679,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(Br)c(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1287,OK: No comment:No comment,success,2.227,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-26.753767,1.94507
Ric8inhib-1-frag-placed-1876,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(C(F)(F)F)c(F)cc1F,9,NCS1-am-batch-2,NCS1-x1288,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-17.479284,2.6768744
Ric8inhib-1-frag-placed-1498,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(Cl)c(F)c(Cl)c1F,9,NCS1-am-batch-2,NCS1-x1289,OK: No comment:No comment,success,1.695,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-15.897752,5.0414066
Ric8inhib-1-frag-placed-942,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(Cl)c(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1290,OK: No comment:No comment,success,2.111,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-28.210789,3.3414671
Ric8inhib-1-frag-placed-676,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(Cl)c(F)cc1Cl,9,NCS1-am-batch-2,NCS1-x1291,OK: No comment:No comment,success,1.769,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-16.721924,6.103036
Ric8inhib-1-frag-placed-1888,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(Br)cc1[N+](=O)[O-],9,NCS1-am-batch-2,NCS1-x1292,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-25.7749,-2.2487907
Ric8inhib-1-frag-placed-1563,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(Br)cc1N,9,NCS1-am-batch-2,NCS1-x1293,OK: No comment:No comment,success,1.922,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,1.865,0.601040764,2.29,1.44,x0119-2B,x0311-1A,,,,,True,-24.295797,2.2676682
Ric8inhib-1-frag-placed-751,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(F)c(F)c1,9,NCS1-am-batch-2,NCS1-x1294,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-10.013652,6.645104
Ric8inhib-1-frag-placed-1534,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(F)c(F)c1F,9,NCS1-am-batch-2,NCS1-x1295,OK: No comment:No comment,success,2.305,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-20.31098,5.86311
Ric8inhib-1-frag-placed-1588,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(F)c(F)c1N,9,NCS1-am-batch-2,NCS1-x1297,OK: No comment:No comment,success,2.339,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-21.809288,6.123954
Ric8inhib-1-frag-placed-1843,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(F)c(N)cc(F)c1F,9,NCS1-am-batch-2,NCS1-x1298,OK: No comment:No comment,success,2.044,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-24.487997,9.2198715
Ric8inhib-1-frag-placed-1484,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(F)c(N)c1F,9,NCS1-am-batch-2,NCS1-x1299,OK: No comment:No comment,success,3.64,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-21.63144,5.659772
Ric8inhib-1-frag-placed-818,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1300,OK: No comment:No comment,success,2.636,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-26.824486,2.8307366
Ric8inhib-1-frag-placed-754,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(F)cc1N,9,NCS1-am-batch-2,NCS1-x1301,OK: No comment:No comment,success,3.28,7 - Analysed & Rejected,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-21.743376,2.6547942
Ric8inhib-1-frag-placed-755,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(F)cc1N,9,NCS1-am-batch-2,NCS1-x1302,OK: No comment:No comment,success,1.682,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-21.742634,2.655053
Ric8inhib-1-frag-placed-753,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(F)cc1O,9,NCS1-am-batch-2,NCS1-x1303,OK: No comment:No comment,success,1.727,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-19.037823,4.3178415
Ric8inhib-1-frag-placed-712,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(N)cc(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1304,OK: No comment:No comment,success,1.96,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-28.183487,11.974309
Ric8inhib-1-frag-placed-756,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(N)cc(F)cc1F,9,NCS1-am-batch-2,NCS1-x1305,OK: No comment:No comment,success,1.775,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-25.88241,12.0159
Ric8inhib-1-frag-placed-1841,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)ccc1[N+](=O)[O-],9,NCS1-am-batch-2,NCS1-x1306,OK: No comment:No comment,success,1.788,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-14.744893,-2.8803482
Ric8inhib-1-frag-placed-715,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(N)c(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1308,OK: No comment:No comment,success,2.67,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-26.330488,3.8120408
Ric8inhib-1-frag-placed-1575,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(N)ccc(F)c1Br,9,NCS1-am-batch-3,NCS1-x1343,OK: No comment:No comment,success,2.358,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-26.2535,8.738946
Ric8inhib-1-frag-placed-1646,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)c(C(F)F)c1,9,NCS1-am-batch-3,NCS1-x1344,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-6.49436,8.241418
Ric8inhib-1-frag-placed-575,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)c(Cl)c1,9,NCS1-am-batch-3,NCS1-x1345,OK: No comment:No comment,success,2.134,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-5.7505846,6.276573
Ric8inhib-1-frag-placed-431,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)c(F)c1,9,NCS1-am-batch-3,NCS1-x1346,OK: No comment:No comment,success,1.18,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-6.8702416,7.317416
Ric8inhib-1-frag-placed-807,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)c(I)c1F,9,NCS1-am-batch-3,NCS1-x1347,OK: No comment:No comment,success,2.29,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-12.6861515,3.5560892
Ric8inhib-1-frag-placed-455,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)c(N)c1,9,NCS1-am-batch-3,NCS1-x1348,OK: No comment:No comment,success,1.774,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.1335,1.112278967,1.92,0.347,x0119-2B,x0311-1A,,,,,True,-5.565978,8.074284
Ric8inhib-1-frag-placed-447,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)c(O)c1,9,NCS1-am-batch-3,NCS1-x1349,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-6.6196947,7.71676
Ric8inhib-1-frag-placed-1307,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)c2cn[nH]c12,9,NCS1-am-batch-3,NCS1-x1350,OK: No comment:No comment,success,1.954,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-3.0395057,-2.8781166
Ric8inhib-1-frag-placed-574,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)cc1Br,9,NCS1-am-batch-3,NCS1-x1351,OK: No comment:No comment,success,5.024,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-11.413326,-3.0021322
Ric8inhib-1-frag-placed-1639,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)cc1C(=O)O,9,NCS1-am-batch-3,NCS1-x1352,OK: No comment:No comment,success,2.44,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-8.220607,-1.2101663
Ric8inhib-1-frag-placed-569,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)cc1Cl,9,NCS1-am-batch-3,NCS1-x1353,OK: No comment:No comment,success,1.903,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-8.905961,-0.13317323
Ric8inhib-1-frag-placed-581,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)cc1I,9,NCS1-am-batch-3,NCS1-x1354,OK: No comment:No comment,success,2.868,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-9.349261,-1.5691224
Ric8inhib-1-frag-placed-783,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)ccc1N,9,NCS1-am-batch-3,NCS1-x1355,OK: No comment:No comment,success,2.501,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.7,0.084852814,1.76,1.64,x0119-2B,x0311-1A,,,,,True,-11.494096,-0.569412
Ric8inhib-1-frag-placed-1970,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)NNc1ccc(F)c(Cl)c1,9,NCS1-am-batch-3,NCS1-x1357,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-4.365096,3.8436577
Ric8inhib-1-frag-placed-749,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)N(N)c1ccc(F)c(F)c1,9,NCS1-am-batch-3,FALSE,FAIL: No comment:No comment,FALSE,0.0,FALSE,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,3.3488553,6.8483167
Ric8inhib-1-frag-placed-1931,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)NNc1ccc(F)cc1,9,NCS1-am-batch-3,NCS1-x1358,OK: No comment:No comment,FALSE,0.0,FALSE,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-5.1098347,2.840344
Ric8inhib-1-frag-placed-1979,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)NNc1ccc(F)cc1Cl,9,NCS1-am-batch-3,NCS1-x1359,OK: No comment:No comment,FALSE,0.0,FALSE,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-6.214569,1.1511121
Ric8inhib-1-frag-placed-746,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)N(N)c1ccc(F)cc1F,9,NCS1-am-batch-3,NCS1-x1360,OK: No comment:No comment,FALSE,0.0,FALSE,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,2.6664288,4.0086036
Ric8inhib-1-frag-placed-1410,CC(=O)c1cc(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)ccc1F,9,NCS1-am-batch-3,NCS1-x1362,OK: No comment:No comment,FALSE,0.0,FALSE,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-6.8130856,15.504467
Ric8inhib-1-frag-placed-1828,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1c(Br)cc(F)cc1C(C)C,9,NCS1-am-batch-3,FALSE,FAIL: No comment:No comment,FALSE,0.0,FALSE,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-22.230227,21.515863
Ric8inhib-1-frag-placed-1744,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)cc1OC(C)C,9,NCS1-am-batch-3,NCS1-x1363,OK: No comment:No comment,success,1.775,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-10.395319,-5.848629
Ric8inhib-1-frag-placed-1892,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1c([N+](=O)[O-])ccc(F)c1C,9,NCS1-am-batch-3,NCS1-x1364,OK: No comment:No comment,success,3.15,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-8.754923,12.13051
Ric8inhib-1-frag-placed-975,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)c(C)c1F,9,NCS1-am-batch-3,NCS1-x1365,OK: No comment:No comment,success,1.655,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-12.061189,15.628083
Ric8inhib-1-frag-placed-782,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)c(C)c1C,9,NCS1-am-batch-3,NCS1-x1366,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-12.398216,15.715867
Ric8inhib-1-frag-placed-960,Cc1cc(F)c(Cl)cc1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1367,OK: No comment:No comment,success,1.919,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-15.354451,13.2985
Ric8inhib-1-frag-placed-899,Cc1cc(F)cc(Cl)c1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1369,OK: No comment:No comment,success,1.949,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-23.466656,17.359018
Ric8inhib-1-frag-placed-970,Cc1cc(F)cc(N)c1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1370,OK: No comment:No comment,success,1.999,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-22.123621,17.624523
Ric8inhib-1-frag-placed-1282,Cc1cc(F)cc(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)c1N,9,NCS1-am-batch-3,NCS1-x1371,OK: No comment:No comment,success,1.905,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-19.231249,16.29393
Ric8inhib-1-frag-placed-1958,Cc1cc(F)ccc1NNC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1372,OK: No comment:No comment,success,2.405,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-1.9658562,13.090583
Ric8inhib-1-frag-placed-878,Cc1cc(F)ccc1N(N)C(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1373,OK: No comment:No comment,success,2.302,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,2.0788846,3.2812707
Ric8inhib-1-frag-placed-1420,Cc1cc(N)c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)cc1F,9,NCS1-am-batch-3,NCS1-x1374,OK: No comment:No comment,success,2.767,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-16.145212,16.97282
Ric8inhib-1-frag-placed-845,Cc1cc(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)c(N)cc1F,9,NCS1-am-batch-3,NCS1-x1375,OK: No comment:No comment,success,1.786,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-16.245691,17.136166
Ric8inhib-1-frag-placed-904,Cc1cc(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)cc(C)c1F,9,NCS1-am-batch-3,NCS1-x1376,OK: No comment:No comment,success,3.51,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-9.277926,16.939817
Ric8inhib-1-frag-placed-1847,CCOC(=O)c1cc(F)ccc1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1377,OK: No comment:No comment,success,1.757,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-10.433453,-7.9921923
Ric8inhib-1-frag-placed-784,Cc1cc(N(C)C(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)ccc1F,9,NCS1-am-batch-3,NCS1-x1378,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,6.1490493,8.702026
Ric8inhib-1-frag-placed-864,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)N(C)c1ccc(F)c(Cl)c1,9,NCS1-am-batch-3,NCS1-x1379,OK: No comment:No comment,success,2.97,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,5.8702226,8.858145
Ric8inhib-1-frag-placed-968,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)N(C)c1ccc(F)c(F)c1,9,NCS1-am-batch-3,NCS1-x1380,OK: No comment:No comment,success,3.29,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,5.909555,8.751537
Ric8inhib-1-frag-placed-1271,CNc1ccc(F)cc1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1382,OK: No comment:No comment,success,1.981,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-12.080545,-6.7186384
Ric8inhib-1-frag-placed-1846,COC(=O)c1cc(F)cc(Cl)c1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1383,OK: No comment:No comment,success,2.007,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-23.924013,17.33497
Ric8inhib-1-frag-placed-1858,COC(=O)c1cc(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)c(C)cc1F,9,NCS1-am-batch-3,NCS1-x1384,OK: No comment:No comment,success,1.915,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-16.684565,13.108984
Ric8inhib-1-frag-placed-1857,COc1cc(F)c([N+](=O)[O-])cc1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1386,OK: No comment:No comment,success,2.182,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-12.653541,10.334201
Ric8inhib-1-frag-placed-1464,COc1cc(F)c(Br)cc1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1387,OK: No comment:No comment,success,1.76,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-12.841864,19.473562
Ric8inhib-1-frag-placed-1526,COc1cc(F)c(Cl)cc1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)oc1C,9,NCS1-am-batch-3,NCS1-x1388,OK: No comment:No comment,success,1.839,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-14.648295,11.540908
Ric8inhib-1-frag-placed-1258,COc1cc(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)c(Cl)cc1F,9,NCS1-am-batch-3,NCS1-x1390,OK: No comment:No comment,success,1.713,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-14.65366,11.393534
Ric8inhib-1-frag-placed-915,COc1cc(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)ccc1F,9,NCS1-am-batch-3,NCS1-x1391,OK: No comment:No comment,success,1.624,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-6.93821,17.274601
Ric8inhib-1-frag-placed-1335,COc1cc(N(N)C(=O)c2cc(S(=O)(=O)N3CCOCC3)oc2C)ccc1F,9,NCS1-am-batch-3,NCS1-x1392,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,2.9680018,8.924242
Ric8inhib-1-frag-placed-926,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)N1CCc2cc(F)ccc21,9,NCS1-am-batch-3,NCS1-x1393,OK: No comment:No comment,success,1.858,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,4.9178014,-10.814425
Ric8inhib-1-frag-placed-1815,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1c(Br)cc(F)c(C#N)c1F,9,NCS1-am-batch-3,NCS1-x1394,OK: No comment:No comment,success,3.08,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-20.072376,22.20927
Ric8inhib-1-frag-placed-1456,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1cc(F)c(F)cc1C#N,9,NCS1-am-batch-3,NCS1-x1395,OK: No comment:No comment,success,2.683,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-17.47519,14.5884285
Ric8inhib-1-frag-placed-1457,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1c(Br)cc(F)cc1C#N,9,NCS1-am-batch-3,NCS1-x1396,OK: No comment:No comment,success,1.78,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-23.00472,20.581053
Ric8inhib-1-frag-placed-982,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)cc1C#N,9,NCS1-am-batch-3,NCS1-x1398,OK: No comment:No comment,success,1.819,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-8.841326,-6.703237
Ric8inhib-1-frag-placed-985,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)c(C#N)c1,9,NCS1-am-batch-3,NCS1-x1399,OK: No comment:No comment,success,2.334,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-5.7145553,16.696968
Ric8inhib-1-frag-placed-1385,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)cc1C(N)=O,9,NCS1-am-batch-3,NCS1-x1400,OK: No comment:No comment,success,2.218,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-11.432932,-6.958428
